received_timestamp,entry_timestamp,dispatch_timestamp,response_timestamp,on_scene_timestamp,zipcode_of_incident,battalion,final_priority,als_unit,call_type_group,unit_type,location,latitude,longitude,number_of_alarms
2018-01-23 17:34:02.000000 UTC,2018-01-23 17:36:25.000000 UTC,2018-01-23 17:36:38.000000 UTC,2018-01-23 17:37:54.000000 UTC,2018-01-23 17:41:30.000000 UTC,94117,B05,3,TRUE,Alarm,ENGINE,"(37.773882777538766, -122.44272817015577)",37.77388278,-122.4427282,1
2018-01-23 13:43:34.000000 UTC,2018-01-23 13:44:37.000000 UTC,2018-01-23 13:45:47.000000 UTC,2018-01-23 13:45:57.000000 UTC,2018-01-23 13:50:55.000000 UTC,94110,B10,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.736962342835135, -122.41255341834092)",37.73696234,-122.4125534,1
2018-01-23 19:34:15.000000 UTC,2018-01-23 19:34:15.000000 UTC,2018-01-23 19:34:22.000000 UTC,2018-01-23 19:35:15.000000 UTC,2018-01-23 19:38:10.000000 UTC,94108,B01,3,TRUE,Alarm,ENGINE,"(37.78779428754141, -122.40352972836753)",37.78779429,-122.4035297,1
2018-01-23 01:05:03.000000 UTC,2018-01-23 01:05:34.000000 UTC,2018-01-23 01:05:51.000000 UTC,2018-01-23 01:07:07.000000 UTC,2018-01-23 01:08:23.000000 UTC,94103,B02,3,FALSE,Alarm,CHIEF,"(37.77269482368613, -122.42218826142579)",37.77269482,-122.4221883,1
2018-01-23 23:03:06.000000 UTC,2018-01-23 23:06:11.000000 UTC,2018-01-23 23:08:35.000000 UTC,2018-01-23 23:08:39.000000 UTC,2018-01-23 23:16:42.000000 UTC,94114,B06,2,TRUE,Potentially Life-Threatening,MEDIC,"(37.75182757382027, -122.4319807485242)",37.75182757,-122.4319807,1
2018-01-23 21:19:39.000000 UTC,2018-01-23 21:23:50.000000 UTC,2018-01-23 21:25:10.000000 UTC,2018-01-23 21:26:09.000000 UTC,2018-01-23 21:37:12.000000 UTC,94112,B09,2,TRUE,Non Life-threatening,ENGINE,"(37.72148963513437, -122.44890972236344)",37.72148964,-122.4489097,1
2018-01-23 02:40:28.000000 UTC,2018-01-23 02:40:28.000000 UTC,2018-01-23 02:40:39.000000 UTC,2018-01-23 02:42:32.000000 UTC,2018-01-23 02:44:50.000000 UTC,94104,B01,3,FALSE,Alarm,TRUCK,"(37.79210840086005, -122.40093308392923)",37.7921084,-122.4009331,1
2018-01-23 03:03:10.000000 UTC,2018-01-23 03:05:32.000000 UTC,2018-01-23 03:05:52.000000 UTC,2018-01-23 03:06:23.000000 UTC,2018-01-23 03:14:06.000000 UTC,94121,B07,3,FALSE,Potentially Life-Threatening,PRIVATE,"(37.77985106918803, -122.50943293841404)",37.77985107,-122.5094329,1
2018-01-23 15:18:23.000000 UTC,2018-01-23 15:18:23.000000 UTC,2018-01-23 15:20:04.000000 UTC,2018-01-23 15:21:09.000000 UTC,2018-01-23 15:27:31.000000 UTC,94107,B03,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.78307785236183, -122.3936180774907)",37.78307785,-122.3936181,1
2018-01-23 12:18:38.000000 UTC,2018-01-23 12:19:47.000000 UTC,2018-01-23 12:20:12.000000 UTC,2018-01-23 12:20:55.000000 UTC,2018-01-23 12:22:31.000000 UTC,94112,B09,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.724748849889885, -122.46023446040185)",37.72474885,-122.4602345,1
2018-01-23 15:21:51.000000 UTC,2018-01-23 15:26:20.000000 UTC,2018-01-23 15:26:59.000000 UTC,2018-01-23 15:27:44.000000 UTC,,94134,B09,3,FALSE,,CHIEF,"(37.71064899317439, -122.41246880128023)",37.71064899,-122.4124688,1
2018-01-23 14:44:04.000000 UTC,2018-01-23 14:46:51.000000 UTC,2018-01-23 14:47:06.000000 UTC,2018-01-23 14:48:10.000000 UTC,2018-01-23 14:49:53.000000 UTC,94112,B09,3,TRUE,Alarm,ENGINE,"(37.71138421850253, -122.45120509497947)",37.71138422,-122.4512051,1
2018-01-23 01:05:03.000000 UTC,2018-01-23 01:05:34.000000 UTC,2018-01-23 01:05:51.000000 UTC,2018-01-23 01:07:21.000000 UTC,2018-01-23 01:07:21.000000 UTC,94103,B02,3,FALSE,Alarm,RESCUE SQUAD,"(37.77269482368613, -122.42218826142579)",37.77269482,-122.4221883,1
2018-01-23 04:22:08.000000 UTC,2018-01-23 04:24:04.000000 UTC,2018-01-23 04:24:11.000000 UTC,2018-01-23 04:24:28.000000 UTC,2018-01-23 04:25:45.000000 UTC,94105,B03,3,TRUE,Alarm,ENGINE,"(37.78900115244602, -122.40114293979424)",37.78900115,-122.4011429,1
2018-01-23 15:23:57.000000 UTC,2018-01-23 15:24:25.000000 UTC,2018-01-23 15:25:12.000000 UTC,2018-01-23 15:25:54.000000 UTC,,94117,B05,3,FALSE,Alarm,CHIEF,"(37.76559675233186, -122.44779752094558)",37.76559675,-122.4477975,1
2018-01-23 23:58:03.000000 UTC,2018-01-23 23:59:35.000000 UTC,2018-01-24 00:00:31.000000 UTC,2018-01-24 00:03:09.000000 UTC,,94116,B08,3,TRUE,Alarm,ENGINE,"(37.738239292421355, -122.5000577787917)",37.73823929,-122.5000578,1
2018-01-23 22:41:36.000000 UTC,2018-01-23 22:42:39.000000 UTC,2018-01-23 22:50:57.000000 UTC,2018-01-23 22:50:57.000000 UTC,2018-01-23 22:53:37.000000 UTC,94127,B08,3,TRUE,Fire,ENGINE,"(37.740332988667284, -122.4664485824384)",37.74033299,-122.4664486,3
2018-01-23 17:57:23.000000 UTC,2018-01-23 17:59:06.000000 UTC,2018-01-23 18:00:13.000000 UTC,2018-01-23 18:01:39.000000 UTC,2018-01-23 18:09:40.000000 UTC,94132,B08,3,FALSE,Alarm,CHIEF,"(37.71901186767855, -122.48045074945877)",37.71901187,-122.4804507,1
2018-01-23 09:19:33.000000 UTC,2018-01-23 09:21:23.000000 UTC,2018-01-23 09:23:14.000000 UTC,2018-01-23 09:24:02.000000 UTC,2018-01-23 09:31:20.000000 UTC,94102,B02,2,FALSE,Potentially Life-Threatening,PRIVATE,"(37.78186544733037, -122.41428534642068)",37.78186545,-122.4142853,1
2018-01-23 11:01:16.000000 UTC,2018-01-23 11:02:33.000000 UTC,2018-01-23 11:03:50.000000 UTC,2018-01-23 11:06:05.000000 UTC,2018-01-23 11:11:22.000000 UTC,94117,B05,2,TRUE,Non Life-threatening,ENGINE,"(37.776310534112866, -122.45300775958928)",37.77631053,-122.4530078,1
2018-01-23 01:21:34.000000 UTC,2018-01-23 01:21:34.000000 UTC,2018-01-23 01:22:47.000000 UTC,2018-01-23 01:22:54.000000 UTC,,94133,B01,2,TRUE,Non Life-threatening,MEDIC,"(37.797822301611134, -122.4070161645121)",37.7978223,-122.4070162,1
2018-01-23 13:06:32.000000 UTC,2018-01-23 13:06:32.000000 UTC,2018-01-23 13:06:32.000000 UTC,2018-01-23 13:06:32.000000 UTC,2018-01-23 13:06:32.000000 UTC,94134,B09,3,TRUE,Fire,MEDIC,"(37.718754101770244, -122.41167332537864)",37.7187541,-122.4116733,1
2018-01-23 02:40:59.000000 UTC,2018-01-23 02:42:18.000000 UTC,2018-01-23 02:47:05.000000 UTC,2018-01-23 02:48:55.000000 UTC,,94112,B09,3,FALSE,Alarm,CHIEF,"(37.711379707354034, -122.45034108438057)",37.71137971,-122.4503411,1
2018-01-23 10:19:22.000000 UTC,2018-01-23 10:22:51.000000 UTC,2018-01-23 10:23:14.000000 UTC,2018-01-23 10:24:08.000000 UTC,2018-01-23 10:26:14.000000 UTC,94110,B06,3,TRUE,Fire,ENGINE,"(37.75220444209664, -122.41901754371875)",37.75220444,-122.4190175,1
2018-01-23 14:33:29.000000 UTC,2018-01-23 14:34:40.000000 UTC,2018-01-23 14:34:52.000000 UTC,2018-01-23 14:35:06.000000 UTC,2018-01-23 14:39:10.000000 UTC,94122,B08,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.7602986009431, -122.50752953595371)",37.7602986,-122.5075295,1
2018-01-23 04:26:44.000000 UTC,2018-01-23 04:26:44.000000 UTC,2018-01-23 04:27:12.000000 UTC,2018-01-23 04:27:17.000000 UTC,2018-01-23 04:32:11.000000 UTC,94114,B06,2,TRUE,Non Life-threatening,MEDIC,"(37.75277066015142, -122.43534184516123)",37.75277066,-122.4353418,1
2018-01-23 10:08:55.000000 UTC,2018-01-23 10:09:22.000000 UTC,2018-01-23 10:09:37.000000 UTC,2018-01-23 10:10:21.000000 UTC,2018-01-23 10:16:33.000000 UTC,94104,B01,3,FALSE,Potentially Life-Threatening,PRIVATE,"(37.792729934380866, -122.40328650280968)",37.79272993,-122.4032865,1
2018-01-23 22:41:36.000000 UTC,2018-01-23 22:42:39.000000 UTC,2018-01-23 23:07:02.000000 UTC,2018-01-23 23:07:08.000000 UTC,2018-01-23 23:21:00.000000 UTC,94127,B08,3,FALSE,Fire,SUPPORT,"(37.740332988667284, -122.4664485824384)",37.74033299,-122.4664486,3
2018-01-23 11:56:00.000000 UTC,2018-01-23 11:57:25.000000 UTC,2018-01-23 11:57:31.000000 UTC,2018-01-23 11:58:51.000000 UTC,2018-01-23 12:05:05.000000 UTC,94132,B08,3,FALSE,Alarm,CHIEF,"(37.71331778444795, -122.47287586133902)",37.71331778,-122.4728759,1
2018-01-23 01:09:50.000000 UTC,2018-01-23 01:09:50.000000 UTC,2018-01-23 01:10:44.000000 UTC,2018-01-23 01:13:06.000000 UTC,,94133,B01,3,FALSE,Alarm,TRUCK,"(37.797822301611134, -122.4070161645121)",37.7978223,-122.4070162,1
2018-01-23 22:41:36.000000 UTC,2018-01-23 22:42:39.000000 UTC,2018-01-23 22:42:57.000000 UTC,2018-01-23 22:45:03.000000 UTC,2018-01-23 22:47:19.000000 UTC,94127,B08,3,TRUE,Fire,ENGINE,"(37.740332988667284, -122.4664485824384)",37.74033299,-122.4664486,3
2018-01-23 09:51:26.000000 UTC,2018-01-23 09:52:11.000000 UTC,2018-01-23 09:52:28.000000 UTC,2018-01-23 09:52:46.000000 UTC,2018-01-23 09:56:11.000000 UTC,94107,B10,3,FALSE,Potentially Life-Threatening,ENGINE,"(37.75863826936711, -122.39802396908694)",37.75863827,-122.398024,1
2018-01-23 02:06:45.000000 UTC,2018-01-23 02:07:39.000000 UTC,2018-01-23 02:07:54.000000 UTC,2018-01-23 02:09:52.000000 UTC,2018-01-23 02:12:52.000000 UTC,94122,B08,3,FALSE,Potentially Life-Threatening,ENGINE,"(37.76134013838328, -122.46390786548862)",37.76134014,-122.4639079,1
2018-01-23 10:32:46.000000 UTC,2018-01-23 10:32:46.000000 UTC,2018-01-23 10:34:21.000000 UTC,2018-01-23 10:35:19.000000 UTC,2018-01-23 10:37:49.000000 UTC,94111,B01,3,TRUE,Alarm,ENGINE,"(37.795312940901304, -122.39797475062254)",37.79531294,-122.3979748,1
2018-01-23 13:15:58.000000 UTC,2018-01-23 13:16:56.000000 UTC,2018-01-23 13:17:36.000000 UTC,2018-01-23 13:19:11.000000 UTC,2018-01-23 13:21:40.000000 UTC,94107,B03,3,TRUE,Non Life-threatening,ENGINE,"(37.77890292204956, -122.39734940106919)",37.77890292,-122.3973494,1
2018-01-23 10:30:23.000000 UTC,2018-01-23 10:32:58.000000 UTC,2018-01-23 10:34:45.000000 UTC,2018-01-23 10:35:01.000000 UTC,2018-01-23 10:41:24.000000 UTC,94114,B05,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.768462245901546, -122.43120487845279)",37.76846225,-122.4312049,1
2018-01-23 20:01:16.000000 UTC,2018-01-23 20:02:28.000000 UTC,2018-01-23 20:02:35.000000 UTC,2018-01-23 20:03:29.000000 UTC,2018-01-23 20:05:25.000000 UTC,94133,B01,3,TRUE,Alarm,ENGINE,"(37.80526026244997, -122.41605383185878)",37.80526026,-122.4160538,1
2018-01-23 03:14:55.000000 UTC,2018-01-23 03:14:55.000000 UTC,2018-01-23 03:14:55.000000 UTC,2018-01-23 03:14:55.000000 UTC,2018-01-23 03:14:55.000000 UTC,94112,B09,2,TRUE,Non Life-threatening,MEDIC,"(37.725824973651754, -122.44232442261361)",37.72582497,-122.4423244,1
2018-01-23 14:12:46.000000 UTC,2018-01-23 14:12:46.000000 UTC,2018-01-23 14:12:55.000000 UTC,2018-01-23 14:13:08.000000 UTC,2018-01-23 14:15:20.000000 UTC,94111,B01,2,TRUE,Potentially Life-Threatening,ENGINE,"(37.79458821479442, -122.39658591289367)",37.79458821,-122.3965859,1
2018-01-23 11:03:48.000000 UTC,2018-01-23 11:04:58.000000 UTC,2018-01-23 11:06:45.000000 UTC,2018-01-23 11:07:05.000000 UTC,2018-01-23 11:18:40.000000 UTC,94111,B03,2,TRUE,Non Life-threatening,MEDIC,"(37.79282365093117, -122.39703419008931)",37.79282365,-122.3970342,1
2018-01-23 23:48:23.000000 UTC,2018-01-23 23:48:40.000000 UTC,2018-01-23 23:49:31.000000 UTC,2018-01-23 23:52:44.000000 UTC,2018-01-23 23:53:34.000000 UTC,94132,B08,3,FALSE,Alarm,ENGINE,"(37.73342302970598, -122.48201381502791)",37.73342303,-122.4820138,1
2018-01-23 11:19:00.000000 UTC,2018-01-23 11:19:00.000000 UTC,2018-01-23 11:19:52.000000 UTC,2018-01-23 11:21:48.000000 UTC,,94102,B02,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.77883231587925, -122.41564248785478)",37.77883232,-122.4156425,1
2018-01-23 07:06:45.000000 UTC,2018-01-23 07:08:59.000000 UTC,2018-01-23 07:09:50.000000 UTC,2018-01-23 07:11:24.000000 UTC,2018-01-23 07:15:09.000000 UTC,94107,B03,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.772033503746634, -122.39820071397247)",37.7720335,-122.3982007,1
2018-01-23 23:29:20.000000 UTC,2018-01-23 23:30:23.000000 UTC,2018-01-23 23:31:09.000000 UTC,2018-01-23 23:33:14.000000 UTC,2018-01-23 23:36:43.000000 UTC,94109,B01,3,FALSE,Alarm,TRUCK,"(37.80544605292916, -122.42284190940642)",37.80544605,-122.4228419,1
2018-01-23 23:48:23.000000 UTC,2018-01-23 23:48:40.000000 UTC,2018-01-23 23:49:31.000000 UTC,2018-01-23 23:51:38.000000 UTC,,94132,B08,3,FALSE,Alarm,ENGINE,"(37.73342302970598, -122.48201381502791)",37.73342303,-122.4820138,1
2018-01-23 14:59:42.000000 UTC,2018-01-23 15:00:47.000000 UTC,2018-01-23 15:00:54.000000 UTC,2018-01-23 15:17:59.000000 UTC,2018-01-23 15:43:38.000000 UTC,94102,B03,3,FALSE,Fire,TRUCK,"(37.78159558715609, -122.41219066991724)",37.78159559,-122.4121907,1
2018-01-23 08:52:09.000000 UTC,2018-01-23 08:55:01.000000 UTC,2018-01-23 08:55:08.000000 UTC,2018-01-23 08:56:32.000000 UTC,2018-01-23 09:00:09.000000 UTC,94130,B03,3,FALSE,Alarm,TRUCK,"(37.822264710420164, -122.36804413413603)",37.82226471,-122.3680441,1
2018-01-23 10:52:15.000000 UTC,2018-01-23 10:54:23.000000 UTC,2018-01-23 10:54:28.000000 UTC,2018-01-23 10:54:59.000000 UTC,2018-01-23 11:03:20.000000 UTC,94108,B99,2,TRUE,Non Life-threatening,ENGINE,"(37.79230698215805, -122.41084381001697)",37.79230698,-122.4108438,1
2018-01-23 16:15:44.000000 UTC,2018-01-23 16:16:51.000000 UTC,2018-01-23 16:18:51.000000 UTC,2018-01-23 16:18:51.000000 UTC,,94103,B01,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.78269112134719, -122.40953666269209)",37.78269112,-122.4095367,1
2018-01-23 09:01:27.000000 UTC,2018-01-23 09:01:41.000000 UTC,2018-01-23 09:03:00.000000 UTC,2018-01-23 09:03:08.000000 UTC,2018-01-23 09:08:33.000000 UTC,94115,B04,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.79426603237574, -122.43491932662546)",37.79426603,-122.4349193,1
2018-01-23 19:28:26.000000 UTC,2018-01-23 19:31:19.000000 UTC,2018-01-23 19:31:31.000000 UTC,2018-01-23 19:32:26.000000 UTC,2018-01-23 19:34:56.000000 UTC,94110,B06,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.74859750443698, -122.41816300186878)",37.7485975,-122.418163,1
2018-01-23 21:10:21.000000 UTC,2018-01-23 21:11:27.000000 UTC,2018-01-23 21:18:45.000000 UTC,2018-01-23 21:43:57.000000 UTC,2018-01-23 21:43:57.000000 UTC,94102,B03,2,TRUE,Non Life-threatening,MEDIC,"(37.78434553646269, -122.40778514612064)",37.78434554,-122.4077851,1
2018-01-23 22:41:36.000000 UTC,2018-01-23 22:42:39.000000 UTC,2018-01-23 22:42:57.000000 UTC,2018-01-23 22:44:28.000000 UTC,2018-01-23 22:48:04.000000 UTC,94127,B08,3,TRUE,Fire,TRUCK,"(37.740332988667284, -122.4664485824384)",37.74033299,-122.4664486,3
2018-01-23 13:54:21.000000 UTC,2018-01-23 13:54:21.000000 UTC,2018-01-23 13:56:14.000000 UTC,2018-01-23 13:57:09.000000 UTC,2018-01-23 14:03:31.000000 UTC,94110,B06,2,TRUE,Non Life-threatening,ENGINE,"(37.74198124483632, -122.4232563706371)",37.74198124,-122.4232564,1
2018-01-23 22:54:45.000000 UTC,2018-01-23 22:55:21.000000 UTC,2018-01-23 22:55:54.000000 UTC,,,94103,B03,3,FALSE,Potentially Life-Threatening,RESCUE SQUAD,"(37.780347549238506, -122.40648796780864)",37.78034755,-122.406488,1
2018-01-23 09:26:57.000000 UTC,2018-01-23 09:28:47.000000 UTC,2018-01-23 09:29:20.000000 UTC,2018-01-23 09:30:26.000000 UTC,2018-01-23 09:34:09.000000 UTC,94109,B04,2,TRUE,Non Life-threatening,MEDIC,"(37.79170401433547, -122.41922173636618)",37.79170401,-122.4192217,1
2018-01-23 15:07:55.000000 UTC,2018-01-23 15:09:09.000000 UTC,2018-01-23 15:09:30.000000 UTC,2018-01-23 15:10:06.000000 UTC,2018-01-23 15:16:17.000000 UTC,94122,B08,3,FALSE,Potentially Life-Threatening,PRIVATE,"(37.75655123060252, -122.50890254243706)",37.75655123,-122.5089025,1
2018-01-23 17:34:02.000000 UTC,2018-01-23 17:36:25.000000 UTC,2018-01-23 17:36:38.000000 UTC,,,94117,B05,3,FALSE,Alarm,CHIEF,"(37.773882777538766, -122.44272817015577)",37.77388278,-122.4427282,1
2018-01-23 11:16:19.000000 UTC,2018-01-23 11:18:25.000000 UTC,2018-01-23 11:19:09.000000 UTC,2018-01-23 11:19:20.000000 UTC,2018-01-23 11:24:23.000000 UTC,94102,B02,3,TRUE,Alarm,ENGINE,"(37.78255695630781, -122.4163494281827)",37.78255696,-122.4163494,1
2018-01-23 19:18:26.000000 UTC,2018-01-23 19:18:26.000000 UTC,2018-01-23 19:20:39.000000 UTC,2018-01-23 19:21:50.000000 UTC,,94111,B03,3,TRUE,Alarm,ENGINE,"(37.79786453814357, -122.39670127433216)",37.79786454,-122.3967013,1
2018-01-23 13:11:16.000000 UTC,2018-01-23 13:12:14.000000 UTC,2018-01-23 13:13:19.000000 UTC,2018-01-23 13:13:58.000000 UTC,2018-01-23 13:22:42.000000 UTC,94107,B03,3,FALSE,Potentially Life-Threatening,PRIVATE,"(37.77981372039326, -122.40386041901898)",37.77981372,-122.4038604,1
2018-01-23 13:53:37.000000 UTC,2018-01-23 13:55:25.000000 UTC,2018-01-23 13:55:33.000000 UTC,,,94115,B04,3,TRUE,Alarm,ENGINE,"(37.787281625829316, -122.43097980067647)",37.78728163,-122.4309798,1
2018-01-23 20:07:37.000000 UTC,2018-01-23 20:09:25.000000 UTC,2018-01-23 20:10:05.000000 UTC,2018-01-23 20:10:15.000000 UTC,2018-01-23 20:15:38.000000 UTC,94110,B06,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.74869632837941, -122.41583974245782)",37.74869633,-122.4158397,1
2018-01-23 17:58:30.000000 UTC,2018-01-23 17:58:30.000000 UTC,2018-01-23 17:59:40.000000 UTC,2018-01-23 18:00:06.000000 UTC,2018-01-23 18:04:30.000000 UTC,94103,B01,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.784205674933816, -122.40761273180911)",37.78420567,-122.4076127,1
2018-01-23 16:15:44.000000 UTC,2018-01-23 16:16:51.000000 UTC,2018-01-23 16:17:11.000000 UTC,2018-01-23 16:17:55.000000 UTC,,94103,B01,3,FALSE,Potentially Life-Threatening,PRIVATE,"(37.78269112134719, -122.40953666269209)",37.78269112,-122.4095367,1
2018-01-23 16:44:51.000000 UTC,2018-01-23 16:45:36.000000 UTC,2018-01-23 16:46:09.000000 UTC,2018-01-23 16:46:13.000000 UTC,2018-01-23 16:48:00.000000 UTC,94103,B02,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.78000586806641, -122.4119334100893)",37.78000587,-122.4119334,1
2018-01-23 22:27:06.000000 UTC,2018-01-23 22:27:06.000000 UTC,2018-01-23 22:28:25.000000 UTC,2018-01-23 22:29:09.000000 UTC,2018-01-23 22:31:48.000000 UTC,94109,B02,2,TRUE,Non Life-threatening,ENGINE,"(37.78289412117508, -122.42081700536221)",37.78289412,-122.420817,1
2018-01-23 02:40:59.000000 UTC,2018-01-23 02:42:18.000000 UTC,2018-01-23 02:47:05.000000 UTC,2018-01-23 02:49:20.000000 UTC,,94112,B09,3,FALSE,Alarm,TRUCK,"(37.711379707354034, -122.45034108438057)",37.71137971,-122.4503411,1
2018-01-23 17:55:53.000000 UTC,2018-01-23 17:56:14.000000 UTC,2018-01-23 17:57:06.000000 UTC,2018-01-23 17:58:12.000000 UTC,2018-01-23 17:59:50.000000 UTC,94118,B07,3,TRUE,Potentially Life-Threatening,RESCUE CAPTAIN,"(37.78277098774566, -122.46709202610334)",37.78277099,-122.467092,1
2018-01-23 20:03:44.000000 UTC,2018-01-23 20:04:14.000000 UTC,2018-01-23 20:04:36.000000 UTC,2018-01-23 20:05:48.000000 UTC,2018-01-23 20:08:25.000000 UTC,94115,B05,3,TRUE,Potentially Life-Threatening,ENGINE,"(37.7816455834376, -122.43060919913387)",37.78164558,-122.4306092,1
2018-01-23 15:23:57.000000 UTC,2018-01-23 15:24:25.000000 UTC,2018-01-23 15:25:12.000000 UTC,2018-01-23 15:25:42.000000 UTC,2018-01-23 15:27:42.000000 UTC,94117,B05,3,TRUE,Alarm,ENGINE,"(37.76559675233186, -122.44779752094558)",37.76559675,-122.4477975,1
2018-01-23 07:53:23.000000 UTC,2018-01-23 07:56:20.000000 UTC,2018-01-23 07:56:51.000000 UTC,2018-01-23 07:57:01.000000 UTC,2018-01-23 08:05:01.000000 UTC,94116,B08,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.75031163811175, -122.50192604730971)",37.75031164,-122.501926,1
2018-01-23 16:22:43.000000 UTC,2018-01-23 16:25:04.000000 UTC,2018-01-23 16:54:57.000000 UTC,2018-01-23 16:54:57.000000 UTC,2018-01-23 17:37:43.000000 UTC,94110,B06,3,FALSE,Potentially Life-Threatening,CHIEF,"(37.74725604727159, -122.42189978769889)",37.74725605,-122.4218998,1
2018-01-23 22:36:27.000000 UTC,2018-01-23 22:37:06.000000 UTC,2018-01-23 22:37:30.000000 UTC,2018-01-23 22:37:36.000000 UTC,2018-01-23 22:42:25.000000 UTC,94109,B04,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.786044723881645, -122.42651409648376)",37.78604472,-122.4265141,1
2018-01-23 17:23:20.000000 UTC,2018-01-23 17:25:05.000000 UTC,2018-01-23 17:25:48.000000 UTC,2018-01-23 17:25:55.000000 UTC,,94117,B05,3,TRUE,Alarm,MEDIC,"(37.76890334020845, -122.45183913866586)",37.76890334,-122.4518391,1
2018-01-23 20:03:44.000000 UTC,2018-01-23 20:04:14.000000 UTC,2018-01-23 20:04:36.000000 UTC,2018-01-23 20:04:44.000000 UTC,2018-01-23 20:08:41.000000 UTC,94115,B05,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.7816455834376, -122.43060919913387)",37.78164558,-122.4306092,1
2018-01-23 23:48:23.000000 UTC,2018-01-23 23:48:40.000000 UTC,2018-01-23 23:49:31.000000 UTC,2018-01-23 23:49:42.000000 UTC,,94132,B08,3,TRUE,Alarm,MEDIC,"(37.73342302970598, -122.48201381502791)",37.73342303,-122.4820138,1
2018-01-23 08:36:15.000000 UTC,2018-01-23 08:36:59.000000 UTC,2018-01-23 08:37:30.000000 UTC,2018-01-23 08:39:31.000000 UTC,,94115,B05,3,FALSE,Alarm,CHIEF,"(37.78012428780563, -122.44589358121208)",37.78012429,-122.4458936,1
2018-01-23 11:16:19.000000 UTC,2018-01-23 11:18:25.000000 UTC,2018-01-23 11:19:09.000000 UTC,2018-01-23 11:20:33.000000 UTC,,94102,B02,3,FALSE,Alarm,TRUCK,"(37.78255695630781, -122.4163494281827)",37.78255696,-122.4163494,1
2018-01-23 23:24:35.000000 UTC,2018-01-23 23:27:00.000000 UTC,2018-01-23 23:30:15.000000 UTC,2018-01-23 23:30:43.000000 UTC,2018-01-23 23:37:39.000000 UTC,94108,B01,2,TRUE,Non Life-threatening,MEDIC,"(37.79241442049221, -122.40578535519099)",37.79241442,-122.4057854,1
2018-01-23 13:29:52.000000 UTC,2018-01-23 13:32:04.000000 UTC,2018-01-23 13:46:51.000000 UTC,2018-01-23 13:46:51.000000 UTC,2018-01-23 13:47:43.000000 UTC,94105,B03,2,TRUE,Non Life-threatening,ENGINE,"(37.79323049130964, -122.39318133501426)",37.79323049,-122.3931813,1
2018-01-23 10:45:48.000000 UTC,2018-01-23 10:48:18.000000 UTC,2018-01-23 10:48:24.000000 UTC,2018-01-23 10:49:50.000000 UTC,2018-01-23 10:51:17.000000 UTC,94107,B02,3,TRUE,Non Life-threatening,ENGINE,"(37.76275108514453, -122.40424623415818)",37.76275109,-122.4042462,1
2018-01-23 00:55:07.000000 UTC,2018-01-23 00:57:00.000000 UTC,2018-01-23 00:58:23.000000 UTC,2018-01-23 01:03:26.000000 UTC,2018-01-23 01:09:49.000000 UTC,94122,B08,2,TRUE,Non Life-threatening,MEDIC,"(37.76187246546822, -122.494274168229)",37.76187247,-122.4942742,1
2018-01-23 11:13:41.000000 UTC,2018-01-23 11:18:43.000000 UTC,2018-01-23 11:21:15.000000 UTC,2018-01-23 11:21:50.000000 UTC,2018-01-23 11:25:40.000000 UTC,94123,B04,2,FALSE,Potentially Life-Threatening,PRIVATE,"(37.79897061455515, -122.43931478117553)",37.79897061,-122.4393148,1
2018-01-23 16:09:56.000000 UTC,2018-01-23 16:11:39.000000 UTC,2018-01-23 16:11:52.000000 UTC,2018-01-23 16:11:59.000000 UTC,2018-01-23 16:14:08.000000 UTC,94109,B04,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.79144662162212, -122.42170492500458)",37.79144662,-122.4217049,1
2018-01-23 17:19:48.000000 UTC,2018-01-23 17:21:05.000000 UTC,2018-01-23 17:22:00.000000 UTC,2018-01-23 17:23:07.000000 UTC,2018-01-23 17:26:38.000000 UTC,94114,B05,2,FALSE,Potentially Life-Threatening,ENGINE,"(37.76050167421709, -122.44046507484883)",37.76050167,-122.4404651,1
2018-01-23 13:46:34.000000 UTC,2018-01-23 13:47:34.000000 UTC,2018-01-23 13:48:18.000000 UTC,2018-01-23 13:48:33.000000 UTC,2018-01-23 13:56:24.000000 UTC,94121,B07,3,TRUE,Potentially Life-Threatening,MEDIC,"(37.78070857970798, -122.49237280522063)",37.78070858,-122.4923728,1
2018-01-23 19:18:01.000000 UTC,2018-01-23 19:21:40.000000 UTC,2018-01-23 19:21:45.000000 UTC,2018-01-23 19:23:24.000000 UTC,2018-01-23 19:26:49.000000 UTC,94114,B05,3,FALSE,Alarm,TRUCK,"(37.760410698540674, -122.4463434724725)",37.7604107,-122.4463435,1
